"time","votecount"
1467324305.35752,4078370
1467324603.93706,4078455
1467324904.51517,4078522
1467325204.14314,4078598
1467325509.63089,4078673
1467325804.40784,4078740
1467326104.81887,4078802
1467326403.86281,4078855
1467326704.79032,4078927
1467327004.03358,4078988
1467327304.13233,4079046
1467327604.4383,4079099
1467327905.66453,4079145
1467328204.00723,4079186
1467328503.97234,4079224
1467328804.05552,4079261
1467329104.06192,4079299
1467329404.55652,4079331
1467329705.19896,4079364
1467330304.39067,4079419
1467330604.17844,4079445
1467330904.19302,4079468
1467331204.21743,4079497
1467331506.77967,4079520
1467331804.25779,4079540
1467332103.32127,4079556
1467332406.53976,4079573
1467332704.9507,4079588
1467333004.29763,4079603
1467333303.94772,4079623
1467333603.95046,4079642
1467333904.36188,4079658
1467334203.75946,4079673
1467334505.2001,4079685
1467334804.45372,4079695
1467335104.80895,4079705
1467335404.16354,4079718
1467335704.10229,4079727
1467336004.23299,4079740
1467336305.1645,4079749
1467336605.07101,4079757
1467336906.50328,4079763
1467337203.96298,4079773
1467337508.88464,4079784
1467337804.0856,4079800
1467338108.7881,4079814
1467338404.19812,4079829
1467338705.63676,4079844
1467339004.67962,4079853
1467339305.22132,4079864
1467339603.6585,4079875
1467339903.94783,4079877
1467340204.35916,4079883
1467340506.39763,4079887
1467340803.57325,4079895
1467341104.07965,4079897
1467341404.05791,4079902
1467341704.79574,4079909
1467342004.77766,4079916
1467342304.4877,4079920
1467342603.65355,4079926
1467342909.28072,4079928
1467343203.75309,4079932
1467343505.59526,4079940
1467343804.49401,4079944
1467344104.8881,4079953
1467344404.00604,4079961
1467344703.58119,4079971
1467345004.4163,4079975
1467345303.62111,4079980
1467345604.72576,4079990
1467345905.18254,4079999
1467346203.92181,4080003
1467346504.13072,4080010
1467346804.7064,4080016
1467347103.54542,4080024
1467347404.64382,4080035
1467347705.27427,4080047
1467348004.28248,4080059
1467348306.32226,4080070
1467348604.0004,4080083
1467348905.62377,4080094
1467349204.59567,4080106
1467349508.77772,4080114
1467349803.77614,4080126
1467350105.27399,4080141
1467350403.96276,4080157
1467350704.77954,4080175
1467351004.94062,4080192
1467351305.18152,4080210
1467351605.22898,4080235
1467351903.30676,4080262
1467352209.93895,4080286
1467352504.86262,4080310
1467352810.05656,4080345
1467353105.34198,4080380
1467353404.69907,4080405
1467353705.29293,4080438
1467354009.5861,4080473
1467354305.55312,4080515
1467354605.35417,4080541
1467354905.31344,4080589
1467355204.97946,4080633
1467355504.91389,4080683
1467355804.58921,4080713
1467356104.60822,4080755
1467362705.16221,4082068
1467363011.4776,4082137
1467363189.98588,4082166
1467363305.37913,4082187
1467363605.19398,4082247
1467363904.72615,4082317
1467364205.36277,4082397
1467364505.35907,4082454
1467364805.51187,4082522
1467365107.0329,4082605
1467365413.08381,4082681
1467365706.7242,4082748
1467366012.14603,4082808
1467366608.10972,4082953
1467367504.33367,4083168
1467367806.57506,4083238
1467368105.56072,4083315
1467368406.00942,4083388
1467369005.2768,4083513
1467369304.51344,4083590
1467369604.32959,4083648
1467369908.93491,4083724
1467370206.82915,4083761
1467370504.1342,4083841
1467370805.60335,4083903
1467371104.31572,4083981
1467371404.31429,4084060
1467372006.33995,4084187
1467372605.59648,4084311
1467372904.08942,4084362
1467374107.15104,4084622
1467374405.42896,4084692
1467374707.09264,4084744
1467395404.25806,4088644
1467396013.52274,4088743
1467396608.10458,4088816
1467396904.05416,4088874
1467397204.40525,4088920
1467397506.31496,4088982
1467397805.32625,4089042
1467448225.2624,4092807
1467448511.95959,4092840
1467448812.14161,4092882
1467449113.06386,4092918
1467449411.71619,4092952
1467449712.30738,4092992
1467450012.9012,4093032
1467450312.40391,4093063
1467450612.43972,4093104
1467450911.60594,4093137
1467451212.21573,4093176
1467451511.87588,4093206
1467451813.36061,4093246
1467452113.08115,4093286
1467452412.28599,4093323
1467452712.5272,4093358
1467453012.65861,4093403
1467453312.78681,4093432
1467453612.30409,4093459
1467453911.83745,4093495
1467454212.71465,4093538
1467454511.66262,4093571
1467454811.76569,4093617
1467455111.91709,4093653
1467455412.86497,4093698
1467455711.52147,4093733
1467456012.39125,4093782
1467456312.02007,4093853
1467456612.35375,4093924
1467456911.82931,4093964
1467457212.26395,4094018
1467457511.60711,4094068
1467457812.21877,4094104
1467458111.87521,4094143
1467458411.59148,4094198
1467458711.36602,4094234
1467459012.24311,4094275
1467459311.56617,4094307
1467459611.48346,4094354
1467459912.05976,4094393
1467460212.64819,4094438
1467460511.62203,4094484
1467460812.23697,4094529
1467461111.52672,4094569
1467461411.58834,4094604
1467461711.33248,4094638
1467462012.34099,4094684
1467462311.99106,4094731
1467470420.07835,4095821
1467470711.60853,4095863
1467471011.98663,4095899
1467471311.88368,4095934
1467471360.25452,4095936
1467471612.94872,4095969
1467471911.95145,4096008
1467472211.90928,4096116
1467472512.10024,4096271
1467472811.51098,4096438
1467473111.81962,4096580
1467473412.27727,4096672
1467473712.37707,4096767
1467474012.38885,4096842
1467474311.85739,4096909
1467474611.15651,4096963
1467474911.66861,4097036
1467475212.3766,4097095
1467475512.12564,4097141
1467475811.64547,4097194
1467476112.12885,4097246
1467476411.43042,4097296
1467476711.92283,4097354
1467477012.37644,4097419
1467477312.71509,4097471
1467477611.48784,4097524
1467477912.4892,4097565
1467478212.67125,4097612
1467478512.0527,4097664
1467478812.63222,4097708
1467479111.85406,4097767
1467479412.50964,4097816
1467479712.24701,4097861
1467480011.97224,4097901
1467480312.56464,4097946
1467480613.11139,4097999
1467480912.21007,4098060
1467481212.21504,4098128
1467481512.01864,4098174
1467481812.43171,4098230
1467482413.18738,4098305
1467482711.70425,4098351
1467483012.19143,4098396
1467483311.4961,4098436
1467483611.87957,4098475
1467483912.93489,4098515
1467484212.56674,4098559
1467484512.14434,4098597
1467484811.5733,4098642
1467485111.82364,4098687
1467485411.87961,4098740
1467485712.30862,4098792
1467486012.6474,4098829
1467486311.83079,4098870
1467486611.34973,4098910
1467486912.28182,4098941
1467487211.44708,4098981
1467487512.45521,4099014
1467487812.61599,4099046
1467488112.16208,4099078
1467488412.24047,4099132
1467488711.94338,4099163
1467489012.05015,4099192
1467489311.68121,4099244
1467489612.58783,4099283
1467489911.74675,4099319
1467490211.81376,4099353
1467490512.50591,4099390
1467490811.78936,4099434
1467491111.75321,4099473
1467491413.07211,4099502
1467491712.08476,4099536
1467492011.49236,4099581
1467492312.31182,4099617
1467492612.72574,4099663
1467492912.12567,4099699
1467493212.85352,4099743
1467493511.64804,4099777
1467493811.77504,4099810
1467494111.64893,4099854
1467494412.24434,4099894
1467494711.90486,4099940
1467495012.61246,4099981
1467495312.80417,4100015
1467495612.37433,4100047
1467495911.9372,4100066
1467496211.39873,4100088
1467496512.19381,4100122
1467496812.59978,4100144
1467497111.59346,4100179
1467497412.69192,4100241
1467497711.24645,4100294
1467498013.16203,4100345
1467498312.11439,4100390
1467498612.93464,4100404
1467498912.00914,4100432
1467499211.81144,4100449
1467499512.35499,4100483
1467499812.15566,4100516
1467500112.31733,4100534
1467500412.29954,4100561
1467500711.69308,4100580
1467501012.08276,4100605
1467501311.81067,4100627
1467501612.38615,4100644
1467501911.76435,4100663
1467502212.43637,4100675
1467502511.88806,4100682
1467502811.84871,4100694
1467503111.09478,4100713
1467503411.9197,4100734
1467503711.49227,4100747
1467504012.80728,4100760
1467504312.28825,4100770
1467504612.72434,4100778
1467504911.80506,4100791
1467505211.47902,4100799
1467505511.60528,4100809
1467505812.37195,4100821
1467506112.15733,4100828
1467506412.67108,4100840
1467506711.64677,4100845
1467507012.27704,4100856
1467507311.73402,4100864
1467507612.41095,4100869
1467507911.15333,4100872
1467508212.4429,4100885
1467508512.48931,4100887
1467508811.48714,4100897
1467509111.21987,4100901
1467509412.57612,4100908
1467509711.72492,4100912
1467510012.04377,4100918
1467510312.02036,4100925
1467510611.98863,4100935
1467510911.67995,4100939
1467511212.43636,4100944
1467511511.8405,4100947
1467511811.76544,4100953
1467512111.98708,4100960
1467512412.0593,4100963
1467512712.07918,4100964
1467513013.0337,4100966
1467513312.26815,4100974
1467513611.7894,4100980
1467514512.56084,4100992
1467514812.51979,4100998
1467515111.421,4101003
1467515411.31785,4101004
1467515711.80298,4101005
1467516011.38028,4101007
1467516312.32758,4101016
1467516612.09634,4101021
1467516911.04229,4101027
1467517211.84133,4101028
1467517513.28143,4101031
1467517813.15423,4101034
1467518112.27188,4101035
1467518412.97974,4101037
1467518711.76419,4101039
1467519012.03941,4101047
1467519613.00654,4101055
1467519911.97011,4101055
1467520212.88586,4101059
1467558603.90564,4104190
1467558903.82851,4104222
1467559204.45649,4104254
1467580850.42076,4106983
1467581112.07554,4107018
1467581412.75929,4107068
1467581712.69095,4107102
1467582011.50646,4107135
1467582312.58499,4107158
1467582612.7445,4107192
1467582912.53408,4107219
1467583212.56955,4107246
1467583512.57054,4107278
1467583812.06723,4107304
1467584112.03233,4107329
1467584412.83924,4107366
1467584712.24714,4107389
1467585013.1778,4107412
1467585312.80643,4107435
1467585612.49309,4107450
1467585911.92838,4107476
1467586212.61186,4107497
1467586511.89877,4107515
1467586813.62049,4107528
1467587113.03654,4107549
1467587412.23824,4107566
1467587712.37073,4107577
1467588012.55527,4107591
1467588312.64296,4107603
1467588612.15412,4107615
1467588911.22969,4107629
1467589211.40787,4107639
1467589512.51828,4107649
1467589811.84201,4107658
1467590111.72546,4107666
1467590412.68292,4107674
1467590711.67863,4107681
1467591012.05438,4107687
1467591312.9041,4107694
1467591612.24137,4107698
1467591911.18374,4107704
1467592212.6836,4107720
1467592512.26642,4107763
1467592811.78614,4107862
1467593111.29739,4108069
1467593411.85615,4108273
1467593711.52247,4108477
1467594012.93112,4108672
1467594312.07097,4108873
1467594611.88701,4109066
1467594912.24023,4109260
1467595211.89024,4109459
1467595511.46537,4109649
1467595812.50829,4109849
1467596112.67248,4110054
1467596411.87063,4110257
1467596713.12836,4110463
1467597012.04186,4110653
1467597312.74354,4110850
1467597613.40879,4111048
1467597912.68334,4111250
1467598212.48482,4111433
1467598511.93594,4111438
1467598811.7478,4111438
1467599111.94193,4111443
1467599412.38676,4111448
1467599711.24664,4111450
1467600012.2071,4111453
1467600312.19529,4111453
1467600611.78751,4111458
1467600912.09558,4111460
1467601212.69112,4111461
1467601811.54923,4111463
1467602112.23759,4111464
1467602412.27129,4111469
1467602711.60646,4111470
1467603012.47127,4111472
1467603311.72993,4111473
1467603611.78424,4111477
1467603912.18951,4111479
1467604211.53014,4107865
1467604512.68283,4107867
1467604812.37312,4107870
1467605111.90417,4107873
1467605411.75907,4107875
1467605711.61476,4107878
1467606011.78939,4107879
1467606311.07871,4107880
1467606612.88676,4107885
1467606911.36968,4107886
1467607211.85069,4107887
1467607512.7536,4107891
1467607811.89294,4107893
1467608111.47622,4107895
1467608412.98161,4107896
1467608711.79991,4107899
1467609011.45014,4107902
1467609311.79711,4107905
1467609611.35926,4107914
1467609912.59046,4107917
1467610212.55269,4107919
1467610512.05506,4107925
1467610812.65788,4107930
1467611111.73918,4107942
1467611411.93663,4107949
1467611711.86916,4107956
1467612013.14936,4107968
1467612312.30041,4107985
1467612611.69956,4108000
1467612911.96358,4108012
1467613211.40507,4108028
1467613511.64345,4108038
1467613812.6113,4108055
1467614112.28852,4108062
1467614412.57975,4108080
1467614712.66587,4108102
1467615012.86313,4108114
1467615312.71712,4108131
1467615612.87658,4108156
1467615912.55566,4108175
1467616212.29864,4108196
1467616512.74089,4108222
1467616812.25261,4108240
1467617112.05032,4108257
1467617412.85713,4108290
1467617711.62126,4108317
1467618011.55483,4108347
1467618311.96067,4108365
1467618611.64494,4108393
1467618911.38319,4108426
1467619212.87718,4108464
1467619511.9274,4108495
1467619811.78641,4108524
1467620111.86387,4108554
1467620411.96803,4108591
1467620712.65312,4108638
1467621012.48476,4108663
1467621312.52056,4108701
1467621611.57839,4108747
1467621911.24078,4108784
1467622212.38682,4108818
1467622512.59669,4108857
1467622812.42152,4108883
1467623111.35527,4108920
1467623412.5945,4108942
1467623712.31717,4108984
1467624011.80324,4109026
1467624311.31112,4109066
1467624612.33509,4109106
1467624912.54019,4109136
1467625212.34061,4109180
1467625512.68557,4109226
1467625812.18131,4109263
1467626112.02868,4109296
1467626413.05571,4109335
1467626712.84131,4109364
1467627012.68124,4109412
1467627311.35593,4109452
1467627611.93182,4109497
1467627911.77845,4109524
1467628212.43995,4109568
1467628512.49589,4109609
1467628811.97949,4109646
1467629113.13883,4109689
1467629411.29132,4109720
1467629711.25775,4109762
1467630012.51751,4109796
1467630312.07083,4109824
1467630611.90213,4109856
1467630911.88319,4109886
1467631212.23801,4109921
1467631512.21054,4109949
1467631812.25059,4109990
1467632111.33585,4110015
1467632411.79155,4110046
1467632711.6548,4110079
1467633012.54362,4110101
1467633312.04448,4110130
1467633612.4621,4110158
1467633911.70782,4110182
1467634212.20994,4110216
1467634512.04564,4110240
1467634812.00795,4110284
1467635112.23044,4110321
1467635412.28363,4110351
1467635711.85689,4110371
1467636012.0354,4110404
1467636312.17066,4110436
1467636612.31711,4110463
1467636912.79485,4110504
1467637213.123,4110528
1467637512.93039,4110556
1467637811.87777,4110584
1467638112.45581,4110623
1467638411.80872,4110650
1467638712.53465,4110675
1467639013.52247,4110700
1467639312.65653,4110730
1467639611.9498,4110758
1467639912.37069,4110803
1467640213.14419,4110831
1467640512.82146,4110863
1467640813.73185,4110891
1467641112.14518,4110926
1467641412.10336,4110951
1467641712.79246,4110982
1467642011.94528,4111003
1467642312.03769,4111027
1467642612.80687,4111054
1467642911.69051,4111089
1467643212.34862,4111116
1467643512.27492,4111140
1467643812.47021,4111168
1467644112.15048,4111196
1467644413.47374,4111228
1467644712.5056,4111254
1467645011.58725,4111290
1467645312.25531,4111324
1467645612.79125,4111351
1467645911.996,4111382
1467646212.9754,4111414
1467646512.40123,4111440
1467646812.87982,4111467
1467647112.54365,4111506
1467647411.58163,4111534
1467647712.22137,4111570
1467648013.63696,4111595
1467648312.3265,4111622
1467648611.08198,4111652
1467648911.2638,4111676
1467649211.97859,4111706
1467649512.03189,4111726
1467649812.49743,4111752
1467650112.67866,4111781
1467650412.14807,4111816
1467650711.77457,4111842
1467651011.22423,4111869
1467651312.22701,4111898
1467651613.11327,4111930
1467651912.12916,4111948
1467652212.51206,4111979
1467652512.22452,4112008
1467652811.88937,4112046
1467653111.34966,4112081
1467653413.51851,4112110
1467653712.18136,4112142
1467654011.89823,4112169
1467654311.77544,4112181
1467654612.07483,4112208
1467654911.56677,4112232
1467655212.29192,4112257
1467655511.70112,4112282
1467655812.46727,4112303
1467656112.36047,4112338
1467656411.39963,4112358
1467656712.02412,4112386
1467657012.54027,4112421
1467657311.91154,4112455
1467657611.29476,4112483
1467657912.59485,4112517
1467658212.00592,4112541
1467658512.55787,4112563
1467658812.50475,4112588
1467659112.15455,4112627
1467659411.37119,4112653
1467659711.9071,4112672
1467660011.88095,4112697
1467660312.40837,4112722
1467660613.0952,4112764
1467660912.01315,4112784
1467661211.9826,4112827
1467661511.60058,4112860
1467661811.24417,4112893
1467662111.30715,4112921
1467662412.11053,4112947
1467662711.30131,4112972
1467663011.54155,4113003
1467663311.6435,4113023
1467663611.54626,4113041
1467663911.89837,4113067
1467664212.47051,4113094
1467664511.34427,4113118
1467664812.02472,4113155
1467665112.09089,4113174
1467665411.20312,4113206
1467665712.16504,4113236
1467666013.27604,4113268
1467666312.08195,4113297
1467666612.2223,4113322
1467666911.62258,4113362
1467667211.88088,4113393
1467667512.11984,4113425
1467667812.78389,4113440
1467668111.46839,4113464
1467668411.92241,4113486
1467668712.41952,4113508
1467669012.57432,4113528
1467669311.83736,4113549
1467669612.7091,4113575
1467669911.89672,4113592
1467670211.64301,4113604
1467670512.17155,4113624
1467670811.95506,4113645
1467671112.464,4113669
1467671412.84265,4113679
1467671712.54386,4113695
1467672011.47116,4113711
1467672311.58592,4113717
1467672611.77527,4113730
1467672912.0792,4113738
1467673212.84667,4113749
1467673512.1443,4113763
1467673811.69423,4113771
1467674111.83135,4113782
1467674411.45611,4113798
1467674712.14226,4113807
1467675013.16971,4113812
1467675312.30922,4113820
1467675611.47044,4113827
1467675911.15949,4113830
1467676211.2149,4113838
1467676511.396,4113845
1467676812.35503,4113851
1467677111.56274,4113859
1467677411.4473,4113865
1467677712.36878,4113869
1467678011.43641,4113874
1467678311.91446,4113879
1467678612.57606,4113882
1467678911.53266,4113884
1467679211.34546,4113889
1467679511.99936,4113890
1467679811.76695,4113895
1467680112.45456,4113898
1467680412.12636,4113901
1467680711.6054,4113902
1467681012.26907,4113906
1467681312.70534,4113912
1467681612.61072,4113916
1467681912.30131,4113919
1467682212.80527,4113922
1467682512.56597,4113925
1467682812.38365,4113927
1467683111.89063,4113931
1467683412.05304,4113933
1467683712.37889,4113935
1467684012.38376,4113936
1467684311.93665,4113937
1467684612.85956,4113939
1467684912.6968,4113941
1467685212.09575,4113944
1467685512.31899,4113947
1467685812.72907,4113948
1467686111.97956,4113950
1467686412.65716,4113952
1467686712.0418,4113952
1467687012.04285,4113952
1467687312.47849,4113952
1467687612.41708,4113954
1467687912.01385,4113957
1467688212.2478,4113958
1467688512.384,4113961
1467688811.71863,4113963
1467689112.09766,4113965
1467689413.0896,4113968
1467689711.9534,4113970
1467690012.79745,4113972
1467690311.89948,4113977
1467690611.60861,4113978
1467690912.06058,4113980
1467691213.48865,4113981
1467691511.66433,4113982
1467691813.03199,4113984
1467692111.28742,4113986
1467692411.64642,4113988
1467692711.31899,4113993
1467693012.92266,4113995
1467693312.33852,4113998
1467693611.70722,4114001
1467693912.26388,4114004
1467694212.42211,4114009
1467694511.75462,4114012
1467694812.27768,4114013
1467695111.89948,4114016
1467695411.96926,4114018
1467695711.44593,4114022
1467696012.81775,4114024
1467696312.19164,4114027
1467696613.4452,4114028
1467696913.20165,4114035
1467697212.09752,4114040
1467697512.61787,4114044
1467697811.53968,4114048
1467698111.62503,4114054
1467698412.75124,4114060
1467698711.63987,4114066
1467699312.09982,4114081
1467699611.68061,4114091
1467699911.61084,4114104
1467700212.32318,4114113
1467700512.15469,4114119
1467700812.04932,4114130
1467701112.38486,4114142
1467701412.48351,4114157
1467701712.18867,4114169
1467702012.79406,4114176
1467702312.03475,4114183
1467702612.34534,4114202
1467702913.09079,4114218
1467703212.98767,4114234
1467703513.28906,4114249
1467707707.79933,4114527
1467708004.91161,4114553
1467708304.83702,4114579
1467709205.77816,4114651
1467709506.7908,4114675
1467710116.54566,4114726
1467710404.8545,4114752
1467710706.12475,4114788
1467711004.82266,4114807
1467711304.59678,4114835
1467711604.60603,4114857
1467711904.28066,4114874
1467712204.88929,4114896
1467712513.55106,4114923
1467713104.75818,4114981
1467713403.45121,4115000
1467713706.5883,4115033
1467714904.53892,4115115
1467715204.14854,4115140
1467715503.85347,4115169
1467715804.19729,4115196
1467716104.33997,4115217
1467716406.0015,4115238
1467716704.47559,4115262
1467717004.65654,4115282
1467717305.40113,4115300
1467717604.99885,4115319
1467717904.55863,4115342
1467718205.41052,4115361
1467718504.23296,4115380
1467718804.14115,4115406
1467719104.13427,4115426
1467719404.06119,4115449
1467719704.79598,4115465
1467720605.21433,4115516
1467720905.41612,4115538
1467721504.8855,4115571
1467721806.43262,4115601
1467722105.47152,4115623
1467722404.49228,4115656
1467722708.05968,4115688
1467723004.27156,4115706
1467723304.70829,4115726
1467723605.07155,4115750
1467723904.19517,4115772
1467724204.64057,4115791
1467724503.81713,4115811
1467724805.04731,4115834
1467725104.67489,4115857
1467725704.23724,4115906
1467726003.62572,4115935
1467726306.90966,4115957
1467726604.62357,4115967
1467726905.00315,4115996
1467727205.80567,4116021
1467727504.11486,4116042
1467727805.92739,4116061
1467728105.83147,4116080
1467728404.99404,4116103
1467728705.27705,4116113
1467729005.23915,4116132
1467729305.73797,4116152
1467729604.90324,4116167
1467729905.09844,4116192
1467730504.93549,4116229
1467730805.02456,4116254
1467731105.9754,4116275
1467731403.86301,4116297
1467731706.9894,4116317
1467732004.19104,4116342
1467732304.57262,4116359
1467732607.0462,4116375
1467732904.89349,4116400
1467733204.56175,4116426
1467733506.02247,4116443
1467733805.74514,4116467
1467734105.29233,4116490
1467734404.71427,4116515
1467734706.99532,4116537
1467735006.12179,4116556
1467735604.10969,4116594
1467735905.59752,4116607
1467748511.45437,4117414
1467748813.46086,4117435
1467749111.90097,4117451
1467749412.59741,4117469
1467749712.9136,4117491
1467750012.25962,4117524
1467750312.82739,4117539
1467750613.15729,4117559
1467750912.37897,4117587
1467751212.91921,4117611
1467751512.56642,4117637
1467751812.16067,4117667
1467752112.15114,4117687
1467752413.26958,4117704
1467752712.48938,4117728
1467753012.46397,4117748
1467753311.50489,4117777
1467753612.22267,4117792
1467753912.01647,4117806
1467754212.47685,4117835
1467754512.02591,4117860
1467754811.74111,4117882
1467755111.79411,4117901
1467755411.91963,4117925
1467755712.2097,4117940
1467756012.27723,4117962
1467756312.07599,4117976
1467756912.71711,4118012
1467757212.10343,4118031
1467757511.73734,4118046
1467758111.97238,4118080
1467758412.31288,4118089
1467758712.37349,4118099
1467759012.35731,4118112
1467759311.77441,4118123
1467759613.05873,4118135
1467759912.22263,4118140
1467760212.78227,4118146
1467760512.46066,4118154
1467760811.91083,4118160
1467761112.26948,4118168
1467761412.56452,4118171
1467761711.3561,4118177
1467762011.78403,4118183
1467762312.03544,4118188
1467762611.27945,4118195
1467762912.14986,4118200
1467763212.6642,4118203
1467763511.4767,4118208
1467763812.02438,4118212
1467764111.81982,4118218
1467764411.23128,4118221
1467764711.58317,4118223
1467765013.33019,4118225
1467765312.49172,4118227
1467765912.38455,4118229
1467766212.24303,4118232
1467766512.01059,4118233
1467766813.20065,4118235
1467767111.57176,4118239
1467767411.57478,4118240
1467767712.55685,4118243
1467768012.60059,4118245
1467768312.15393,4118246
1467768612.30296,4118248
1467768912.43013,4118249
1467769212.68293,4118250
1467769512.60204,4118252
1467769813.17578,4118254
1467770112.52605,4118255
1467770412.8081,4118255
1467770712.33635,4118258
1467771012.13722,4118259
1467771312.12262,4118260
1467771612.29564,4118261
1467771912.70461,4118261
1467772213.5272,4118263
1467772513.53436,4118264
1467772811.55414,4118265
1467773112.59378,4118268
1467773412.48011,4118269
1467773712.09319,4118269
1467774013.00079,4118271
1467774311.78263,4118273
1467774612.82032,4118273
1467774912.42225,4118275
1467775212.46089,4118275
1467775512.44701,4118279
1467775813.85836,4118279
1467776412.62098,4118284
1467776712.96837,4118287
1467777012.37761,4118288
1467777312.90481,4118289
1467777612.64911,4118291
1467777913.37091,4118292
1467778211.8401,4118294
1467778512.47684,4118297
1467778811.82191,4118301
1467779111.92301,4118301
1467779413.28931,4118302
1467779712.49519,4118302
1467780011.88734,4118304
1467780311.89696,4118305
1467780612.12506,4118307
1467780912.52214,4118308
1467781213.01601,4118312
1467781511.6979,4118314
1467781811.97667,4118317
1467782112.0084,4118321
1467782411.63739,4118324
1467782712.17033,4118329
1467783012.86077,4118332
1467783311.62327,4118335
1467783611.59411,4118341
1467783911.79408,4118348
1467784211.85451,4118351
1467784511.67548,4118357
1467784812.21085,4118367
1467785111.7963,4118371
1467785411.91908,4118375
1467785712.72084,4118378
1467786011.56718,4118386
1467786312.07588,4118396
1467786613.05138,4118400
1467786912.25804,4118407
1467787211.90223,4118412
1467787512.40403,4118423
1467787812.36351,4118435
1467795904.74186,4118812
1467796205.33714,4118832
1467796505.89301,4118851
1467796804.14739,4118865
1467797104.56382,4118879
1467797407.71694,4118901
1467797704.82557,4118915
1467798005.82638,4118932
1467798304.50015,4118948
1467798603.97558,4118961
1467798905.02086,4118977
1467799205.60997,4118990
1467799506.48327,4119008
1467799805.95721,4119028
1467800104.04369,4119043
1467800405.64428,4119058
1467800705.77982,4119076
1467801006.50868,4119092
1467801306.07556,4119106
1467801605.66766,4119120
1467801906.11312,4119132
1467802811.3848,4119186
1467803105.05128,4119197
1467803406.18816,4119216
1467803704.38632,4119231
1467804005.15043,4119236
1467804308.2069,4119247
1467804606.1938,4119258
1467804903.82497,4119277
1467805206.59438,4119293
1467805504.4774,4119307
1467805805.55998,4119322
1467806104.30563,4119340
1467806404.69856,4119356
1467806706.45054,4119370
1467807006.0219,4119383
1467807606.55679,4119407
1467807905.6035,4119421
1467808207.11918,4119429
1467808506.8874,4119440
1467808804.74914,4119448
1467809106.06166,4119461
1467809405.57831,4119474
1467809705.93532,4119479
1467810007.81261,4119495
1467810305.46451,4119508
1467810605.24474,4119523
1467810904.54175,4119532
1467811213.66384,4119541
1467811507.10354,4119559
1467811805.79106,4119573
1467812108.5458,4119579
1467812405.97042,4119593
1467812705.31268,4119607
1467813005.32247,4119621
1467813304.22853,4119634
1467813903.60058,4119649
1467814512.42947,4119672
1467814808.58138,4119687
1467815103.88604,4119700
1467815405.56381,4119709
1467815705.18334,4119730
1467816004.94906,4119741
1467816306.53396,4119756
1467816604.16614,4119768
1467817206.44018,4119802
1467817504.47922,4119811
1467817804.9849,4119825
1467818105.34415,4119839
1467818404.20329,4119860
1467818704.75268,4119863
1467819006.47725,4119873
1467819305.77132,4119889
1467819604.51731,4119906
1467819904.15276,4119921
1467820204.09325,4119941
1467820504.05575,4119953
1467834009.61993,4120511
1467834304.69378,4120516
1467834612.19931,4120531
1467834912.30671,4120550
1467835213.66535,4120565
1467835512.45144,4120587
1467835811.59223,4120602
1467836111.98303,4120609
1467836411.6279,4120624
1467836711.91129,4120641
1467837012.27139,4120656
1467837311.52425,4120667
1467837611.79377,4120680
1467837911.24202,4120693
1467838211.47935,4120708
1467838812.45231,4120739
1467839412.18508,4120769
1467839712.45906,4120787
1467840012.02781,4120805
1467840311.7342,4120819
1467840612.55655,4120836
1467840911.93897,4120847
1467841512.0023,4120868
1467841811.49172,4120885
1467842412.37659,4120916
1467843012.27153,4120934
1467843613.43517,4120959
1467843912.10673,4120971
1467844212.3116,4120975
1467844512.02484,4120989
1467844812.40923,4120994
1467845113.02891,4121005
1467845411.49674,4121016
1467845711.65822,4121020
1467846012.47766,4121028
1467846612.2957,4121041
1467846912.25983,4121045
1467847212.37859,4121049
1467847512.43996,4121055
1467847812.15317,4121062
1467848412.30072,4121078
1467848711.61965,4121083
1467849312.1092,4121094
1467849612.41039,4121097
1467849911.76325,4121101
1467850513.01063,4121108
1467850811.84642,4121110
1467851111.98378,4121111
1467852312.00773,4121116
1467852611.73541,4121116
1467853213.3425,4121122
1467853811.28941,4121124
1467854112.71377,4121124
1467854413.92048,4121124
1467854712.19763,4121125
1467855313.17251,4121129
1467855911.95874,4121134
1467856211.82704,4121134
1467856512.86319,4121134
1467856813.4325,4121135
1467857112.09777,4121136
1467857712.49866,4121137
1467858012.72766,4121138
1467858312.20649,4121140
1467858912.96089,4121142
1467859211.83968,4121142
1467859512.52334,4121143
1467859813.3802,4121146
1467860112.73706,4121149
1467860413.30637,4121149
1467860712.77905,4121151
1467861312.99761,4121155
1467861612.64347,4121156
1467861912.19433,4121159
1467862212.69807,4121160
1467862813.10215,4121161
1467863112.20864,4121163
1467864013.50105,4121164
1467864313.24207,4121165
1467864613.30533,4121166
1467864912.22097,4121167
1467865211.17243,4121167
1467865513.35164,4121167
1467866111.76566,4121168
1467866411.56243,4121170
1467866713.39979,4121170
1467867011.82088,4121171
1467867312.39541,4121172
1467867612.35562,4121175
1467868211.81954,4121178
1467868812.33553,4121180
1467869711.16084,4121190
1467870012.07106,4121196
1467870312.33452,4121200
1467870611.4179,4121203
1467871212.59285,4121212
1467871512.16536,4121216
1467871812.24946,4121223
1467872113.42359,4121224
1467872412.39065,4121227
1467872712.26441,4121233
1467873012.6651,4121239
1467873311.55141,4121243
1467873611.76823,4121248
1467874212.24251,4121256
1467874512.57603,4121265
1467875113.09534,4121279
1467875411.86999,4121286
1467875711.29828,4121298
1467876312.11598,4121320
